Date,9:30 Open,9:30 Close,9:45 Close,10:30 Close,Market Close,Gap %,Gap Bucket,Direction,VWAP Pos,Rev Prob,Cell Count,Trade,Entry,Exit_945,Price Chg_945,Price Chg %_945,Result_945,Exit_1030,Price Chg_1030,Price Chg %_1030,Result_1030,Exit_Close,Price Chg_Close,Price Chg %_Close,Result_Close
2024-10-31,$575.56,$575.04,$573.76,$571.82,$568.55,-0.40%,Medium,Bear,Below VWAP,0.59,85,CALL,$575.04,$573.76,$-1.28,-0.22%,LOSS,$571.82,$-3.22,-0.56%,LOSS,$568.55,$-6.49,-1.13%,LOSS
2024-11-01,$571.32,$572.76,$573.12,$573.73,$571.02,0.34%,Medium,Bull,Above VWAP,0.46,71,SKIP,$572.76,$573.12,$+0.36,+0.06%,N/A,$573.73,$+0.97,+0.17%,N/A,$571.02,$-1.74,-0.30%,N/A
2024-11-04,$571.18,$571.03,$571.52,$571.92,$569.77,-0.02%,Small,Bear,Above VWAP,0.54,13,SKIP,$571.03,$571.52,$+0.49,+0.09%,N/A,$571.92,$+0.89,+0.16%,N/A,$569.77,$-1.26,-0.22%,N/A
2024-11-05,$570.74,$572.23,$573.98,$574.90,$576.68,0.20%,Medium,Bull,Above VWAP,0.46,71,SKIP,$572.23,$573.98,$+1.75,+0.31%,N/A,$574.90,$+2.67,+0.47%,N/A,$576.68,$+4.45,+0.78%,N/A
2024-11-06,$589.20,$587.94,$586.11,$587.40,$591.04,1.75%,Large,Bear,Below VWAP,0.47,55,SKIP,$587.94,$586.11,$-1.83,-0.31%,N/A,$587.40,$-0.54,-0.09%,N/A,$591.04,$+3.10,+0.53%,N/A
2024-11-07,$593.08,$593.19,$594.00,$594.58,$595.55,0.44%,Medium,Bull,Above VWAP,0.46,71,SKIP,$593.19,$594.00,$+0.81,+0.14%,N/A,$594.58,$+1.39,+0.23%,N/A,$595.55,$+2.36,+0.40%,N/A
2024-11-08,$596.17,$596.43,$597.16,$597.52,$598.24,0.07%,Small,Bull,Above VWAP,0.48,99,SKIP,$596.43,$597.16,$+0.73,+0.12%,N/A,$597.52,$+1.09,+0.18%,N/A,$598.24,$+1.81,+0.30%,N/A
2024-11-11,$599.81,$599.38,$599.16,$599.16,$598.72,0.30%,Medium,Bear,Below VWAP,0.59,85,CALL,$599.38,$599.16,$-0.22,-0.04%,LOSS,$599.16,$-0.22,-0.04%,LOSS,$598.72,$-0.66,-0.11%,LOSS
2024-11-12,$598.68,$599.04,$598.95,$597.57,$596.87,0.09%,Small,Bull,Above VWAP,0.48,99,SKIP,$599.04,$598.95,$-0.09,-0.02%,N/A,$597.57,$-1.47,-0.25%,N/A,$596.87,$-2.17,-0.36%,N/A
2024-11-13,$597.37,$597.72,$597.10,$596.92,$597.17,0.21%,Medium,Bull,Above VWAP,0.46,71,SKIP,$597.72,$597.10,$-0.62,-0.10%,N/A,$596.92,$-0.80,-0.13%,N/A,$597.17,$-0.55,-0.09%,N/A
2024-11-14,$597.32,$595.92,$596.41,$596.90,$593.37,-0.02%,Small,Bear,Below VWAP,0.53,79,SKIP,$595.92,$596.41,$+0.49,+0.08%,N/A,$596.90,$+0.98,+0.16%,N/A,$593.37,$-2.55,-0.43%,N/A
2024-11-15,$589.72,$589.28,$588.66,$586.74,$585.70,-0.37%,Medium,Bear,Below VWAP,0.59,85,CALL,$589.28,$588.66,$-0.62,-0.11%,LOSS,$586.74,$-2.54,-0.43%,LOSS,$585.70,$-3.58,-0.61%,LOSS
2024-11-18,$586.22,$586.11,$585.72,$588.07,$588.14,0.00%,Small,Bear,Above VWAP,0.54,13,SKIP,$586.11,$585.72,$-0.39,-0.07%,N/A,$588.07,$+1.96,+0.33%,N/A,$588.14,$+2.03,+0.35%,N/A
2024-11-19,$584.71,$585.67,$585.25,$587.53,$590.29,-0.57%,Large,Bull,Above VWAP,0.42,48,SKIP,$585.67,$585.25,$-0.42,-0.07%,N/A,$587.53,$+1.86,+0.32%,N/A,$590.29,$+4.62,+0.79%,N/A
2024-11-20,$590.38,$588.31,$587.43,$586.85,$590.51,-0.17%,Small,Bear,Below VWAP,0.53,79,SKIP,$588.31,$587.43,$-0.88,-0.15%,N/A,$586.85,$-1.46,-0.25%,N/A,$590.51,$+2.20,+0.37%,N/A
2024-11-21,$593.40,$589.87,$589.78,$589.01,$593.61,0.83%,Large,Bear,Below VWAP,0.47,55,SKIP,$589.87,$589.78,$-0.09,-0.02%,N/A,$589.01,$-0.86,-0.15%,N/A,$593.61,$+3.74,+0.63%,N/A
2024-11-22,$593.66,$595.58,$595.97,$595.52,$595.48,0.12%,Small,Bull,Above VWAP,0.48,99,SKIP,$595.58,$595.97,$+0.39,+0.07%,N/A,$595.52,$-0.06,-0.01%,N/A,$595.48,$-0.10,-0.02%,N/A
2024-11-25,$599.52,$600.48,$599.26,$598.90,$597.45,0.51%,Large,Bull,Above VWAP,0.42,48,SKIP,$600.48,$599.26,$-1.22,-0.20%,N/A,$598.90,$-1.58,-0.26%,N/A,$597.45,$-3.03,-0.50%,N/A
2024-11-26,$598.80,$598.75,$599.02,$599.32,$600.74,0.59%,Large,Bear,Below VWAP,0.47,55,SKIP,$598.75,$599.02,$+0.27,+0.05%,N/A,$599.32,$+0.57,+0.09%,N/A,$600.74,$+1.99,+0.33%,N/A
2024-11-27,$600.46,$600.57,$600.44,$599.55,$598.79,-0.11%,Small,Bull,Above VWAP,0.48,99,SKIP,$600.57,$600.44,$-0.13,-0.02%,N/A,$599.55,$-1.02,-0.17%,N/A,$598.79,$-1.78,-0.30%,N/A
2024-11-29,$599.66,$600.31,$600.71,$601.63,$602.90,0.04%,Small,Bull,Above VWAP,0.48,99,SKIP,$600.31,$600.71,$+0.40,+0.07%,N/A,$601.63,$+1.32,+0.22%,N/A,$602.90,$+2.59,+0.43%,N/A
2024-12-02,$602.97,$602.88,$602.87,$603.34,$603.65,-0.02%,Small,Bear,Below VWAP,0.53,79,SKIP,$602.88,$602.87,$-0.02,-0.00%,N/A,$603.34,$+0.46,+0.08%,N/A,$603.65,$+0.76,+0.13%,N/A
2024-12-03,$603.39,$602.87,$603.35,$602.64,$603.85,-0.04%,Small,Bear,Below VWAP,0.53,79,SKIP,$602.87,$603.35,$+0.48,+0.08%,N/A,$602.64,$-0.23,-0.04%,N/A,$603.85,$+0.98,+0.16%,N/A
2024-12-04,$605.63,$605.69,$605.89,$606.13,$607.61,0.24%,Medium,Bull,Below VWAP,0.00,4,SKIP,$605.69,$605.89,$+0.20,+0.03%,N/A,$606.13,$+0.44,+0.07%,N/A,$607.61,$+1.92,+0.32%,N/A
2024-12-05,$607.66,$607.63,$607.79,$607.19,$606.61,0.13%,Small,Bear,Above VWAP,0.54,13,SKIP,$607.63,$607.79,$+0.15,+0.03%,N/A,$607.19,$-0.44,-0.07%,N/A,$606.61,$-1.02,-0.17%,N/A
2024-12-06,$607.44,$608.20,$608.98,$608.61,$607.88,0.20%,Medium,Bull,Above VWAP,0.46,71,SKIP,$608.20,$608.98,$+0.78,+0.13%,N/A,$608.61,$+0.41,+0.07%,N/A,$607.88,$-0.32,-0.05%,N/A
2024-12-09,$607.69,$607.32,$607.46,$605.98,$604.66,0.05%,Small,Bear,Below VWAP,0.53,79,SKIP,$607.32,$607.46,$+0.14,+0.02%,N/A,$605.98,$-1.34,-0.22%,N/A,$604.66,$-2.66,-0.44%,N/A
2024-12-10,$605.37,$604.90,$605.09,$605.56,$602.87,0.16%,Small,Bear,Below VWAP,0.53,79,SKIP,$604.90,$605.09,$+0.19,+0.03%,N/A,$605.56,$+0.66,+0.11%,N/A,$602.87,$-2.03,-0.34%,N/A
2024-12-11,$605.78,$606.02,$606.61,$606.87,$607.50,0.43%,Medium,Bull,Above VWAP,0.46,71,SKIP,$606.02,$606.61,$+0.59,+0.10%,N/A,$606.87,$+0.85,+0.14%,N/A,$607.50,$+1.48,+0.24%,N/A
2024-12-12,$606.58,$606.39,$606.20,$606.43,$604.35,-0.03%,Small,Bear,Above VWAP,0.54,13,SKIP,$606.39,$606.20,$-0.19,-0.03%,N/A,$606.43,$+0.04,+0.01%,N/A,$604.35,$-2.04,-0.34%,N/A
2024-12-13,$606.40,$606.83,$606.15,$603.83,$604.26,0.17%,Small,Bull,Above VWAP,0.48,99,SKIP,$606.83,$606.15,$-0.68,-0.11%,N/A,$603.83,$-3.00,-0.49%,N/A,$604.26,$-2.57,-0.42%,N/A
2024-12-16,$606.00,$605.72,$606.27,$606.87,$606.77,0.36%,Medium,Bear,Below VWAP,0.59,85,CALL,$605.72,$606.27,$+0.55,+0.09%,WIN,$606.87,$+1.15,+0.19%,WIN,$606.77,$+1.05,+0.17%,WIN
2024-12-17,$604.19,$604.52,$604.40,$603.64,$604.24,-0.30%,Medium,Bull,Above VWAP,0.46,71,SKIP,$604.52,$604.40,$-0.12,-0.02%,N/A,$603.64,$-0.88,-0.15%,N/A,$604.24,$-0.28,-0.05%,N/A
2024-12-18,$603.98,$603.83,$604.61,$606.08,$586.30,-0.02%,Small,Bear,Below VWAP,0.53,79,SKIP,$603.83,$604.61,$+0.78,+0.13%,N/A,$606.08,$+2.25,+0.37%,N/A,$586.30,$-17.53,-2.90%,N/A
2024-12-19,$591.36,$591.14,$590.53,$589.60,$586.12,0.60%,Large,Bear,Below VWAP,0.47,55,SKIP,$591.14,$590.53,$-0.61,-0.10%,N/A,$589.60,$-1.54,-0.26%,N/A,$586.12,$-5.02,-0.85%,N/A
2024-12-20,$581.77,$582.84,$582.06,$588.51,$590.87,-0.43%,Medium,Bull,Above VWAP,0.46,71,SKIP,$582.84,$582.06,$-0.78,-0.13%,N/A,$588.51,$+5.67,+0.97%,N/A,$590.87,$+8.03,+1.38%,N/A
2024-12-23,$590.89,$590.57,$590.45,$589.17,$594.78,-0.21%,Medium,Bear,Below VWAP,0.59,85,CALL,$590.57,$590.45,$-0.12,-0.02%,LOSS,$589.17,$-1.40,-0.24%,LOSS,$594.78,$+4.21,+0.71%,WIN
2024-12-24,$596.06,$596.79,$597.20,$599.25,$601.17,0.24%,Medium,Bull,Above VWAP,0.46,71,SKIP,$596.79,$597.20,$+0.41,+0.07%,N/A,$599.25,$+2.46,+0.41%,N/A,$601.17,$+4.38,+0.73%,N/A
2024-12-26,$599.50,$599.87,$599.90,$599.97,$601.25,-0.27%,Medium,Bull,Above VWAP,0.46,71,SKIP,$599.87,$599.90,$+0.03,+0.01%,N/A,$599.97,$+0.10,+0.02%,N/A,$601.25,$+1.38,+0.23%,N/A
2024-12-27,$597.54,$596.52,$596.82,$593.89,$594.99,-0.48%,Medium,Bear,Below VWAP,0.59,85,CALL,$596.52,$596.82,$+0.30,+0.05%,WIN,$593.89,$-2.63,-0.44%,LOSS,$594.99,$-1.53,-0.26%,LOSS
2024-12-30,$587.89,$586.15,$585.22,$586.66,$588.23,-1.20%,Large,Bear,Below VWAP,0.47,55,SKIP,$586.15,$585.22,$-0.93,-0.16%,N/A,$586.66,$+0.51,+0.09%,N/A,$588.23,$+2.08,+0.35%,N/A
2024-12-31,$589.90,$589.12,$590.01,$588.85,$586.01,0.44%,Medium,Bear,Below VWAP,0.59,85,CALL,$589.12,$590.01,$+0.89,+0.15%,WIN,$588.85,$-0.27,-0.05%,LOSS,$586.01,$-3.12,-0.53%,LOSS
2025-01-02,$589.39,$587.14,$590.17,$587.05,$584.58,0.49%,Medium,Bear,Below VWAP,0.59,85,CALL,$587.14,$590.17,$+3.03,+0.52%,WIN,$587.05,$-0.09,-0.02%,LOSS,$584.58,$-2.56,-0.44%,LOSS
2025-01-03,$587.53,$589.29,$588.01,$588.98,$591.87,0.29%,Medium,Bull,Above VWAP,0.46,71,SKIP,$589.29,$588.01,$-1.28,-0.22%,N/A,$588.98,$-0.31,-0.05%,N/A,$591.87,$+2.58,+0.44%,N/A
2025-01-06,$596.27,$597.19,$597.88,$598.45,$595.40,0.71%,Large,Bull,Above VWAP,0.42,48,SKIP,$597.19,$597.88,$+0.69,+0.12%,N/A,$598.45,$+1.26,+0.21%,N/A,$595.40,$-1.79,-0.30%,N/A
2025-01-07,$597.42,$596.91,$596.34,$591.28,$588.72,0.31%,Medium,Bear,Above VWAP,0.50,14,SKIP,$596.91,$596.34,$-0.57,-0.10%,N/A,$591.28,$-5.63,-0.94%,N/A,$588.72,$-8.19,-1.37%,N/A
2025-01-08,$588.70,$587.79,$587.38,$587.20,$589.42,-0.13%,Small,Bear,Below VWAP,0.53,79,SKIP,$587.79,$587.38,$-0.41,-0.07%,N/A,$587.20,$-0.59,-0.10%,N/A,$589.42,$+1.63,+0.28%,N/A
2025-01-10,$585.88,$584.48,$582.98,$581.98,$580.51,-0.39%,Medium,Bear,Below VWAP,0.59,85,CALL,$584.48,$582.98,$-1.50,-0.26%,LOSS,$581.98,$-2.50,-0.43%,LOSS,$580.51,$-3.97,-0.68%,LOSS
2025-01-13,$575.77,$576.87,$577.87,$578.65,$581.54,-0.69%,Large,Bull,Above VWAP,0.42,48,SKIP,$576.87,$577.87,$+1.00,+0.17%,N/A,$578.65,$+1.78,+0.31%,N/A,$581.54,$+4.67,+0.81%,N/A
2025-01-14,$584.36,$584.81,$582.30,$583.52,$582.19,0.20%,Small,Bull,Above VWAP,0.48,99,SKIP,$584.81,$582.30,$-2.51,-0.43%,N/A,$583.52,$-1.29,-0.22%,N/A,$582.19,$-2.62,-0.45%,N/A
2025-01-15,$590.33,$591.16,$591.93,$591.71,$592.78,1.32%,Large,Bull,Above VWAP,0.42,48,SKIP,$591.16,$591.93,$+0.77,+0.13%,N/A,$591.71,$+0.55,+0.09%,N/A,$592.78,$+1.62,+0.27%,N/A
2025-01-16,$594.17,$593.15,$592.18,$592.44,$591.70,0.09%,Small,Bear,Below VWAP,0.53,79,SKIP,$593.15,$592.18,$-0.97,-0.16%,N/A,$592.44,$-0.71,-0.12%,N/A,$591.70,$-1.45,-0.24%,N/A
2025-01-17,$596.96,$596.12,$596.29,$597.41,$597.57,0.92%,Large,Bear,Above VWAP,0.56,16,SKIP,$596.12,$596.29,$+0.17,+0.03%,N/A,$597.41,$+1.29,+0.22%,N/A,$597.57,$+1.45,+0.24%,N/A
2025-01-21,$600.67,$600.18,$600.52,$600.38,$602.92,0.50%,Medium,Bear,Below VWAP,0.59,85,CALL,$600.18,$600.52,$+0.34,+0.06%,WIN,$600.38,$+0.20,+0.03%,WIN,$602.92,$+2.74,+0.46%,WIN
2025-01-22,$605.92,$605.76,$606.49,$606.98,$606.34,0.26%,Medium,Bear,Above VWAP,0.50,14,SKIP,$605.76,$606.49,$+0.73,+0.12%,N/A,$606.98,$+1.22,+0.20%,N/A,$606.34,$+0.58,+0.10%,N/A
2025-01-23,$605.80,$606.17,$606.23,$606.52,$609.71,-0.01%,Small,Bull,Above VWAP,0.48,99,SKIP,$606.17,$606.23,$+0.05,+0.01%,N/A,$606.52,$+0.35,+0.06%,N/A,$609.71,$+3.54,+0.58%,N/A
2025-01-24,$609.81,$610.22,$610.33,$609.28,$607.95,0.13%,Small,Bull,Above VWAP,0.48,99,SKIP,$610.22,$610.33,$+0.12,+0.02%,N/A,$609.28,$-0.94,-0.15%,N/A,$607.95,$-2.26,-0.37%,N/A
2025-01-27,$594.81,$597.57,$598.62,$599.47,$599.41,-2.09%,Large,Bull,Above VWAP,0.42,48,SKIP,$597.57,$598.62,$+1.05,+0.18%,N/A,$599.47,$+1.89,+0.32%,N/A,$599.41,$+1.84,+0.31%,N/A
2025-01-28,$600.62,$598.39,$598.94,$602.42,$604.49,0.24%,Medium,Bear,Below VWAP,0.59,85,CALL,$598.39,$598.94,$+0.55,+0.09%,WIN,$602.42,$+4.03,+0.67%,WIN,$604.49,$+6.10,+1.02%,WIN
2025-01-29,$603.72,$602.69,$603.27,$602.76,$601.80,-0.06%,Small,Bear,Below VWAP,0.53,79,SKIP,$602.69,$603.27,$+0.58,+0.10%,N/A,$602.76,$+0.07,+0.01%,N/A,$601.80,$-0.89,-0.15%,N/A
2025-01-30,$603.96,$604.43,$604.94,$603.25,$604.98,0.15%,Small,Bull,Above VWAP,0.48,99,SKIP,$604.43,$604.94,$+0.51,+0.08%,N/A,$603.25,$-1.18,-0.20%,N/A,$604.98,$+0.55,+0.09%,N/A
2025-01-31,$607.50,$607.77,$608.11,$609.02,$601.80,0.27%,Medium,Bull,Above VWAP,0.46,71,SKIP,$607.77,$608.11,$+0.34,+0.06%,N/A,$609.02,$+1.25,+0.20%,N/A,$601.80,$-5.98,-0.98%,N/A
2025-02-03,$592.67,$593.39,$592.04,$598.13,$597.65,-1.05%,Large,Bull,Above VWAP,0.42,48,SKIP,$593.39,$592.04,$-1.35,-0.23%,N/A,$598.13,$+4.74,+0.80%,N/A,$597.65,$+4.26,+0.72%,N/A
2025-02-04,$597.83,$598.22,$599.00,$600.99,$601.76,-0.43%,Medium,Bull,Above VWAP,0.46,71,SKIP,$598.22,$599.00,$+0.77,+0.13%,N/A,$600.99,$+2.77,+0.46%,N/A,$601.76,$+3.54,+0.59%,N/A
2025-02-05,$600.64,$600.89,$600.12,$600.77,$604.17,0.04%,Small,Bull,Above VWAP,0.48,99,SKIP,$600.89,$600.12,$-0.77,-0.13%,N/A,$600.77,$-0.12,-0.02%,N/A,$604.17,$+3.28,+0.55%,N/A
2025-02-06,$605.99,$605.63,$605.27,$604.70,$606.34,0.21%,Medium,Bear,Above VWAP,0.50,14,SKIP,$605.63,$605.27,$-0.36,-0.06%,N/A,$604.70,$-0.93,-0.15%,N/A,$606.34,$+0.71,+0.12%,N/A
2025-02-07,$606.89,$607.53,$607.81,$604.47,$600.78,0.15%,Small,Bull,Above VWAP,0.48,99,SKIP,$607.53,$607.81,$+0.28,+0.05%,N/A,$604.47,$-3.06,-0.50%,N/A,$600.78,$-6.75,-1.11%,N/A
2025-02-10,$604.03,$603.10,$603.49,$604.81,$604.79,0.63%,Large,Bear,Below VWAP,0.47,55,SKIP,$603.10,$603.49,$+0.39,+0.06%,N/A,$604.81,$+1.71,+0.28%,N/A,$604.79,$+1.69,+0.28%,N/A
2025-02-11,$602.55,$603.44,$603.33,$604.48,$605.21,-0.24%,Medium,Bull,Above VWAP,0.46,71,SKIP,$603.44,$603.33,$-0.11,-0.02%,N/A,$604.48,$+1.04,+0.17%,N/A,$605.21,$+1.77,+0.29%,N/A
2025-02-12,$599.20,$600.57,$601.36,$602.47,$603.36,-1.01%,Large,Bull,Above VWAP,0.42,48,SKIP,$600.57,$601.36,$+0.78,+0.13%,N/A,$602.47,$+1.90,+0.32%,N/A,$603.36,$+2.79,+0.46%,N/A
2025-02-13,$604.48,$604.44,$604.83,$607.25,$609.69,-0.02%,Small,Bear,Above VWAP,0.54,13,SKIP,$604.44,$604.83,$+0.39,+0.06%,N/A,$607.25,$+2.81,+0.46%,N/A,$609.69,$+5.25,+0.87%,N/A
2025-02-14,$609.94,$610.35,$610.47,$610.05,$609.70,0.05%,Small,Bull,Above VWAP,0.48,99,SKIP,$610.35,$610.47,$+0.12,+0.02%,N/A,$610.05,$-0.30,-0.05%,N/A,$609.70,$-0.65,-0.11%,N/A
2025-02-18,$610.88,$610.18,$610.11,$610.18,$611.35,0.18%,Small,Bear,Below VWAP,0.53,79,SKIP,$610.18,$610.11,$-0.07,-0.01%,N/A,$610.18,$-0.00,-0.00%,N/A,$611.35,$+1.17,+0.19%,N/A
2025-02-19,$610.08,$610.04,$609.92,$610.53,$612.90,-0.31%,Medium,Bear,Below VWAP,0.59,85,CALL,$610.04,$609.92,$-0.12,-0.02%,LOSS,$610.53,$+0.49,+0.08%,WIN,$612.90,$+2.86,+0.47%,WIN
2025-02-20,$611.54,$610.54,$608.38,$608.51,$610.39,-0.12%,Small,Bear,Below VWAP,0.53,79,SKIP,$610.54,$608.38,$-2.16,-0.35%,N/A,$608.51,$-2.03,-0.33%,N/A,$610.39,$-0.15,-0.03%,N/A
2025-02-21,$610.16,$609.23,$608.47,$605.80,$600.00,-0.04%,Small,Bear,Below VWAP,0.53,79,SKIP,$609.23,$608.47,$-0.76,-0.12%,N/A,$605.80,$-3.43,-0.56%,N/A,$600.00,$-9.23,-1.52%,N/A
2025-02-24,$602.02,$601.06,$598.76,$597.64,$597.20,0.30%,Medium,Bear,Below VWAP,0.59,85,CALL,$601.06,$598.76,$-2.30,-0.38%,LOSS,$597.64,$-3.42,-0.57%,LOSS,$597.20,$-3.86,-0.64%,LOSS
2025-02-25,$597.15,$596.40,$595.23,$592.26,$594.21,-0.15%,Small,Bear,Below VWAP,0.53,79,SKIP,$596.40,$595.23,$-1.17,-0.20%,N/A,$592.26,$-4.14,-0.69%,N/A,$594.21,$-2.19,-0.37%,N/A
2025-02-26,$595.93,$595.92,$597.71,$598.71,$594.43,-0.01%,Small,Bear,Below VWAP,0.53,79,SKIP,$595.92,$597.71,$+1.79,+0.30%,N/A,$598.71,$+2.79,+0.47%,N/A,$594.43,$-1.49,-0.25%,N/A
2025-02-27,$596.85,$595.47,$592.43,$595.05,$585.04,0.54%,Large,Bear,Below VWAP,0.47,55,SKIP,$595.47,$592.43,$-3.03,-0.51%,N/A,$595.05,$-0.42,-0.07%,N/A,$585.04,$-10.43,-1.75%,N/A
2025-02-28,$585.56,$585.95,$586.03,$587.43,$594.07,0.11%,Small,Bull,Above VWAP,0.48,99,SKIP,$585.95,$586.03,$+0.08,+0.01%,N/A,$587.43,$+1.48,+0.25%,N/A,$594.07,$+8.12,+1.39%,N/A
2025-03-03,$596.18,$594.86,$593.05,$595.11,$583.97,0.32%,Medium,Bear,Below VWAP,0.59,85,CALL,$594.86,$593.05,$-1.81,-0.30%,LOSS,$595.11,$+0.25,+0.04%,WIN,$583.97,$-10.89,-1.83%,LOSS
2025-03-04,$579.71,$578.48,$575.70,$575.37,$576.87,-0.97%,Large,Bear,Below VWAP,0.47,55,SKIP,$578.48,$575.70,$-2.78,-0.48%,N/A,$575.37,$-3.11,-0.54%,N/A,$576.87,$-1.61,-0.28%,N/A
2025-03-05,$576.69,$578.52,$575.81,$577.35,$583.05,-0.64%,Large,Bull,Above VWAP,0.42,48,SKIP,$578.52,$575.81,$-2.72,-0.47%,N/A,$577.35,$-1.17,-0.20%,N/A,$583.05,$+4.52,+0.78%,N/A
2025-03-06,$575.48,$573.63,$574.42,$579.77,$572.80,-1.10%,Large,Bear,Below VWAP,0.47,55,SKIP,$573.63,$574.42,$+0.79,+0.14%,N/A,$579.77,$+6.14,+1.07%,N/A,$572.80,$-0.83,-0.14%,N/A
2025-03-10,$567.59,$569.17,$567.36,$564.57,$560.75,-1.18%,Large,Bull,Above VWAP,0.42,48,SKIP,$569.17,$567.36,$-1.81,-0.32%,N/A,$564.57,$-4.60,-0.81%,N/A,$560.75,$-8.42,-1.48%,N/A
2025-03-11,$559.40,$560.70,$559.79,$555.26,$556.12,0.15%,Small,Bull,Above VWAP,0.48,99,SKIP,$560.70,$559.79,$-0.91,-0.16%,N/A,$555.26,$-5.44,-0.97%,N/A,$556.12,$-4.58,-0.82%,N/A
2025-03-12,$562.17,$560.62,$559.48,$556.58,$558.91,0.78%,Large,Bear,Below VWAP,0.47,55,SKIP,$560.62,$559.48,$-1.14,-0.20%,N/A,$556.58,$-4.04,-0.72%,N/A,$558.91,$-1.71,-0.31%,N/A
2025-03-13,$558.49,$557.08,$555.03,$556.38,$551.51,-0.39%,Medium,Bear,Below VWAP,0.59,85,CALL,$557.08,$555.03,$-2.05,-0.37%,LOSS,$556.38,$-0.70,-0.12%,LOSS,$551.51,$-5.57,-1.00%,LOSS
2025-03-14,$556.11,$558.22,$558.44,$558.65,$562.79,0.40%,Medium,Bull,Above VWAP,0.46,71,SKIP,$558.22,$558.44,$+0.23,+0.04%,N/A,$558.65,$+0.44,+0.08%,N/A,$562.79,$+4.57,+0.82%,N/A
2025-03-17,$562.79,$565.88,$565.65,$565.53,$567.02,0.13%,Small,Bull,Above VWAP,0.48,99,SKIP,$565.88,$565.65,$-0.23,-0.04%,N/A,$565.53,$-0.35,-0.06%,N/A,$567.02,$+1.14,+0.20%,N/A
2025-03-18,$564.80,$561.75,$560.77,$561.11,$561.05,-0.38%,Medium,Bear,Below VWAP,0.59,85,CALL,$561.75,$560.77,$-0.98,-0.17%,LOSS,$561.11,$-0.64,-0.11%,LOSS,$561.05,$-0.70,-0.12%,LOSS
2025-03-19,$562.83,$561.90,$563.92,$563.99,$567.01,0.29%,Medium,Bear,Below VWAP,0.59,85,CALL,$561.90,$563.92,$+2.01,+0.36%,WIN,$563.99,$+2.09,+0.37%,WIN,$567.01,$+5.11,+0.91%,WIN
2025-03-20,$563.33,$565.17,$566.61,$570.28,$565.68,-0.94%,Large,Bull,Above VWAP,0.42,48,SKIP,$565.17,$566.61,$+1.44,+0.25%,N/A,$570.28,$+5.11,+0.90%,N/A,$565.68,$+0.51,+0.09%,N/A
2025-03-21,$559.28,$559.57,$559.84,$559.91,$564.19,-1.13%,Large,Bull,Below VWAP,0.29,7,SKIP,$559.57,$559.84,$+0.27,+0.05%,N/A,$559.91,$+0.34,+0.06%,N/A,$564.19,$+4.62,+0.83%,N/A
2025-03-24,$570.80,$572.04,$572.74,$572.84,$574.02,1.03%,Large,Bull,Above VWAP,0.42,48,SKIP,$572.04,$572.74,$+0.70,+0.12%,N/A,$572.84,$+0.80,+0.14%,N/A,$574.02,$+1.98,+0.35%,N/A
2025-03-25,$575.30,$574.78,$574.66,$576.23,$575.36,0.26%,Medium,Bear,Below VWAP,0.59,85,CALL,$574.78,$574.66,$-0.12,-0.02%,LOSS,$576.23,$+1.45,+0.25%,WIN,$575.36,$+0.58,+0.10%,WIN
2025-03-26,$575.19,$575.80,$573.63,$573.45,$568.74,-0.14%,Small,Bull,Above VWAP,0.48,99,SKIP,$575.80,$573.63,$-2.17,-0.38%,N/A,$573.45,$-2.35,-0.41%,N/A,$568.74,$-7.06,-1.23%,N/A
2025-03-27,$567.18,$565.57,$568.33,$570.41,$567.00,-0.08%,Small,Bear,Below VWAP,0.53,79,SKIP,$565.57,$568.33,$+2.76,+0.49%,N/A,$570.41,$+4.84,+0.86%,N/A,$567.00,$+1.43,+0.25%,N/A
2025-03-28,$565.53,$565.01,$563.94,$559.60,$555.83,-0.18%,Small,Bear,Below VWAP,0.53,79,SKIP,$565.01,$563.94,$-1.07,-0.19%,N/A,$559.60,$-5.41,-0.96%,N/A,$555.83,$-9.18,-1.62%,N/A
2025-03-31,$549.83,$547.42,$549.74,$550.87,$559.15,-0.78%,Large,Bear,Below VWAP,0.47,55,SKIP,$547.42,$549.74,$+2.32,+0.42%,N/A,$550.87,$+3.45,+0.63%,N/A,$559.15,$+11.73,+2.14%,N/A
2025-04-01,$557.45,$556.92,$557.22,$557.95,$561.03,0.08%,Small,Bear,Below VWAP,0.53,79,SKIP,$556.92,$557.22,$+0.30,+0.05%,N/A,$557.95,$+1.03,+0.18%,N/A,$561.03,$+4.11,+0.74%,N/A
2025-04-02,$555.05,$558.82,$558.73,$560.77,$564.65,-1.20%,Large,Bull,Above VWAP,0.42,48,SKIP,$558.82,$558.73,$-0.09,-0.02%,N/A,$560.77,$+1.95,+0.35%,N/A,$564.65,$+5.83,+1.04%,N/A
2025-04-03,$545.11,$546.32,$544.92,$542.19,$537.64,0.05%,Small,Bull,Above VWAP,0.48,99,SKIP,$546.32,$544.92,$-1.40,-0.26%,N/A,$542.19,$-4.13,-0.76%,N/A,$537.64,$-8.68,-1.59%,N/A
2025-04-04,$523.67,$520.22,$523.18,$514.61,$505.50,-2.37%,Large,Bear,Below VWAP,0.47,55,SKIP,$520.22,$523.18,$+2.96,+0.57%,N/A,$514.61,$-5.61,-1.08%,N/A,$505.50,$-14.72,-2.83%,N/A
